id,genus,family,order
21678,Passiflora,Passifloraceae,Malpighiales
21679,Polybotrya,Dryopteridaceae,Polypodiales
21680,Dipterocarpus,Dipterocarpaceae,Malvales
21681,Thesium,Santalaceae,Santalales
21682,Schistidium,Grimmiaceae,Grimmiales
21683,Acacia,Fabaceae,Fabales
21684,Asparagus,Asparagaceae,Asparagales
21685,Zelkova,Ulmaceae,Rosales
21686,Crotalaria,Fabaceae,Fabales
21687,Bolboschoenus,Cyperaceae,Poales
21688,Rotheca,Lamiaceae,Lamiales
21689,Pseudima,Sapindaceae,Sapindales
21690,Cynoglossum,Boraginaceae,Boraginales
21691,Vitex,Lamiaceae,Lamiales
21692,Adiantum,Pteridaceae,Polypodiales
21693,Veltheimia,Asparagaceae,Asparagales
21694,Allium,Amaryllidaceae,Asparagales
21695,Melolobium,Fabaceae,Fabales
21696,Amyema,Loranthaceae,Santalales
21697,Cerastium,Caryophyllaceae,Caryophyllales
21698,Costus,Costaceae,Zingiberales
21699,Stigmaphyllon,Malpighiaceae,Malpighiales
21700,Cinnamomum,Lauraceae,Laurales
21701,Clerodendrum,Lamiaceae,Lamiales
21702,Euphorbia,Euphorbiaceae,Malpighiales
21703,Campuloclinium,Asteraceae,Asterales
21704,Tapinanthus,Loranthaceae,Santalales
21705,Piper,Piperaceae,Piperales
21706,Gaultheria,Ericaceae,Ericales
21707,Symplocos,Symplocaceae,Ericales
21708,Ctenanthe,Marantaceae,Zingiberales
21709,Microloma,Apocynaceae,Gentianales
21710,Oberonia,Orchidaceae,Asparagales
21711,Impatiens,Balsaminaceae,Ericales
21712,Aulacomnium,Aulacomniaceae,Aulacomniales
21713,Allium,Amaryllidaceae,Asparagales
21714,Antidesma,Phyllanthaceae,Malpighiales
21715,Heliophila,Brassicaceae,Brassicales
21716,Cerastium,Caryophyllaceae,Caryophyllales
21717,Pentzia,Asteraceae,Asterales
21718,Bauera,Cunoniaceae,Oxalidales
21719,Carex,Cyperaceae,Poales
21720,Ranunculus,Ranunculaceae,Ranunculales
21721,Crotalaria,Fabaceae,Fabales
21722,Hygrohypnum,Amblystegiaceae,Hypnales
21723,Pentadiplandra,Pentadiplandraceae,Brassicales
21724,Drosera,Droseraceae,Caryophyllales
21725,Bossiaea,Fabaceae,Fabales
21726,Bulbophyllum,Orchidaceae,Asparagales
21727,Aristolochia,Aristolochiaceae,Piperales
21728,Bromelia,Bromeliaceae,Poales
21729,Cleomella,Cleomaceae,Brassicales
21730,Endlicheria,Lauraceae,Laurales
21731,Magnolia,Magnoliaceae,Magnoliales
21732,Allium,Amaryllidaceae,Asparagales
21733,Connellia,Bromeliaceae,Poales
21734,Anemia,Anemiaceae,Schizaeales
21735,Eriocaulon,Eriocaulaceae,Poales
21736,Carex,Cyperaceae,Poales
21737,Echium,Boraginaceae,Boraginales
21738,Lepidaploa,Asteraceae,Asterales
21739,Epacris,Ericaceae,Ericales
21740,Vachellia,Fabaceae,Fabales
21741,Archidendron,Fabaceae,Fabales
21742,Ophiorrhiza,Rubiaceae,Gentianales
21743,Ormosia,Fabaceae,Fabales
21744,Oenanthe,Apiaceae,Apiales
21745,Pterostylis,Orchidaceae,Asparagales
21746,Fosterella,Bromeliaceae,Poales
21747,Acacia,Fabaceae,Fabales
21748,Othonna,Asteraceae,Asterales
21749,Olearia,Asteraceae,Asterales
21750,Rorippa,Brassicaceae,Brassicales
21751,Draba,Brassicaceae,Brassicales
21752,Albizia,Fabaceae,Fabales
21753,Salvia,Lamiaceae,Lamiales
21754,Calceolaria,Calceolariaceae,Lamiales
21755,Myrcia,Myrtaceae,Myrtales
21756,Panicum,Poaceae,Poales
21757,Potamogeton,Potamogetonaceae,Alismatales
21758,Gladiolus,Iridaceae,Asparagales
21759,Helichrysum,Asteraceae,Asterales
21760,Artemisia,Asteraceae,Asterales
21761,Cardiopetalum,Annonaceae,Magnoliales
21762,Raddiella,Poaceae,Poales
21763,Croton,Euphorbiaceae,Malpighiales
21764,Calyptrocarya,Cyperaceae,Poales
21765,Ephedranthus,Annonaceae,Magnoliales
21766,Drypetes,Putranjivaceae,Malpighiales
21767,Agathosma,Rutaceae,Sapindales
21768,Tillandsia,Bromeliaceae,Poales
21769,Myrcia,Myrtaceae,Myrtales
21770,Asplenium,Aspleniaceae,Polypodiales
21771,Staurogyne,Acanthaceae,Lamiales
21772,Leptodermis,Rubiaceae,Gentianales
21773,Spathanthus,Rapateaceae,Poales
21774,Antimima,Aizoaceae,Caryophyllales
21775,Eucalyptus,Myrtaceae,Myrtales
21776,Olearia,Asteraceae,Asterales
21777,Fimbristylis,Cyperaceae,Poales
21778,Stachytarpheta,Verbenaceae,Lamiales
21779,Trigonia,Trigoniaceae,Malpighiales
21780,Dillenia,Dilleniaceae,Dilleniales
21781,Blindia,Seligeriaceae,Grimmiales
21782,Perebea,Moraceae,Rosales
21783,Rhinephyllum,Aizoaceae,Caryophyllales
21784,Platanthera,Orchidaceae,Asparagales
21785,Glechoma,Lamiaceae,Lamiales
21786,Montia,Montiaceae,Caryophyllales
21787,Trillium,Melanthiaceae,Liliales
21788,Alpinia,Zingiberaceae,Zingiberales
21789,Valantia,Rubiaceae,Gentianales
21790,Crepis,Asteraceae,Asterales
21791,Ardisia,Primulaceae,Ericales
21792,Croton,Euphorbiaceae,Malpighiales
21793,Heliconia,Heliconiaceae,Zingiberales
21794,Symplocos,Symplocaceae,Ericales
21795,Dalechampia,Euphorbiaceae,Malpighiales
21796,Melanoseris,Asteraceae,Asterales
21797,nan,nan,nan
21798,Coccocypselum,Rubiaceae,Gentianales
21799,Theilera,Campanulaceae,Asterales
21800,Abutilon,Malvaceae,Malvales
21801,Othonna,Asteraceae,Asterales
21802,Gladiolus,Iridaceae,Asparagales
21803,Castilleja,Orobanchaceae,Lamiales
21804,Gompholobium,Fabaceae,Fabales
21805,Psychotria,Rubiaceae,Gentianales
21806,Bauhinia,Fabaceae,Fabales
21807,Anthurium,Araceae,Alismatales
21808,Symplocos,Symplocaceae,Ericales
21809,Tephrosia,Fabaceae,Fabales
21810,Artabotrys,Annonaceae,Magnoliales
21811,Syngonanthus,Eriocaulaceae,Poales
21812,Daphne,Thymelaeaceae,Malvales
21813,Microlicia,Melastomataceae,Myrtales
21814,Rafflesia,Rafflesiaceae,Malpighiales
21815,Piriqueta,Passifloraceae,Malpighiales
21816,Manihot,Euphorbiaceae,Malpighiales
21817,Aphanopetalum,Aphanopetalaceae,Saxifragales
21818,Dracocephalum,Lamiaceae,Lamiales
21819,Evolvulus,Convolvulaceae,Solanales
21820,Gayophytum,Onagraceae,Myrtales
21821,Ipomoea,Convolvulaceae,Solanales
21822,Tripora,Lamiaceae,Lamiales
21823,Helichrysum,Asteraceae,Asterales
21824,Cecropia,Urticaceae,Rosales
21825,Clematis,Ranunculaceae,Ranunculales
21826,Diospyros,Ebenaceae,Ericales
21827,Polypodium,Polypodiaceae,Polypodiales
21828,Dressleria,Orchidaceae,Asparagales
21829,Ayapana,Asteraceae,Asterales
21830,Clematis,Ranunculaceae,Ranunculales
21831,Saussurea,Asteraceae,Asterales
21832,Parathesis,Primulaceae,Ericales
21833,Heliotropium,Boraginaceae,Boraginales
21834,Corydalis,Papaveraceae,Ranunculales
21835,Elaphoglossum,Dryopteridaceae,Polypodiales
21836,Bulbophyllum,Orchidaceae,Asparagales
21837,Acacia,Fabaceae,Fabales
21838,Pilocarpus,Rutaceae,Sapindales
21839,Zanthoxylum,Rutaceae,Sapindales
21840,Piper,Piperaceae,Piperales
21841,Astragalus,Fabaceae,Fabales
21842,Levenhookia,Stylidiaceae,Asterales
21843,Hieracium,Asteraceae,Asterales
21844,Melaleuca,Myrtaceae,Myrtales
21845,Agathosma,Rutaceae,Sapindales
21846,Coussarea,Rubiaceae,Gentianales
21847,Lilium,Liliaceae,Liliales
21848,Rhynchospora,Cyperaceae,Poales
21849,Elymus,Poaceae,Poales
21850,Dendropanax,Araliaceae,Apiales
21851,Eleocharis,Cyperaceae,Poales
21852,Aristolochia,Aristolochiaceae,Piperales
21853,Ormosia,Fabaceae,Fabales
21854,Nassella,Poaceae,Poales
21855,Sicydium,Cucurbitaceae,Cucurbitales
21856,Begonia,Begoniaceae,Cucurbitales
21857,Xylopia,Annonaceae,Magnoliales
21858,Xyris,Xyridaceae,Poales
21859,Senna,Fabaceae,Fabales
21860,Crotalaria,Fabaceae,Fabales
21861,Mammillaria,Cactaceae,Caryophyllales
21862,Lobelia,Campanulaceae,Asterales
21863,Euphorbia,Euphorbiaceae,Malpighiales
21864,Dendrobium,Orchidaceae,Asparagales
21865,Oxalis,Oxalidaceae,Oxalidales
21866,Prosopanche,Aristolochiaceae,Piperales
21867,Asplenium,Aspleniaceae,Polypodiales
21868,Smilax,Smilacaceae,Liliales
21869,Miconia,Melastomataceae,Myrtales
21870,Praxelis,Asteraceae,Asterales
21871,Psittacanthus,Loranthaceae,Santalales
21872,Ormosia,Fabaceae,Fabales
21873,Harmandia,Olacaceae,Santalales
21874,Lindera,Lauraceae,Laurales
21875,Muhlenbergia,Poaceae,Poales
21876,Phylica,Rhamnaceae,Rosales
21877,Thymus,Lamiaceae,Lamiales
21878,Lampranthus,Aizoaceae,Caryophyllales
21879,Tephrosia,Fabaceae,Fabales
21880,Azolla,Salviniaceae,Salviniales
21881,Cardamine,Brassicaceae,Brassicales
21882,Corymbia,Myrtaceae,Myrtales
21883,Melaleuca,Myrtaceae,Myrtales
21884,Hydrangea,Hydrangeaceae,Cornales
21885,Habenaria,Orchidaceae,Asparagales
21886,Graffenrieda,Melastomataceae,Myrtales
21887,Pultenaea,Fabaceae,Fabales
21888,Perrottetia,Dipentodontaceae,Huerteales
21889,Sphyrospermum,Ericaceae,Ericales
21890,Perityle,Asteraceae,Asterales
21891,Oxytropis,Fabaceae,Fabales
21892,Cochlearia,Brassicaceae,Brassicales
21893,Lachenalia,Asparagaceae,Asparagales
21894,Hibbertia,Dilleniaceae,Dilleniales
21895,Lepanthes,Orchidaceae,Asparagales
21896,Onosma,Boraginaceae,Boraginales
21897,Delphinium,Ranunculaceae,Ranunculales
21898,Hydnophytum,Rubiaceae,Gentianales
21899,Seriphidium,Asteraceae,Asterales
21900,Rhodamnia,Myrtaceae,Myrtales
21901,Philodendron,Araceae,Alismatales
21902,Viscum,Santalaceae,Santalales
21903,Bothriocline,Asteraceae,Asterales
21904,Lathyrus,Fabaceae,Fabales
21905,Polygala,Polygalaceae,Fabales
21906,Heteropterys,Malpighiaceae,Malpighiales
21907,Palicourea,Rubiaceae,Gentianales
21908,Pterostylis,Orchidaceae,Asparagales
21909,Eremophila,Scrophulariaceae,Lamiales
21910,Raputia,Rutaceae,Sapindales
21911,Polyscias,Araliaceae,Apiales
21912,Tragia,Euphorbiaceae,Malpighiales
21913,Caladenia,Orchidaceae,Asparagales
21914,Epidendrum,Orchidaceae,Asparagales
21915,Callerya,Fabaceae,Fabales
21916,Doronicum,Asteraceae,Asterales
21917,Elaphoglossum,Dryopteridaceae,Polypodiales
21918,Ambrosia,Asteraceae,Asterales
21919,Anemopaegma,Bignoniaceae,Lamiales
21920,Thunbergia,Acanthaceae,Lamiales
21921,Psychotria,Rubiaceae,Gentianales
21922,Agrostis,Poaceae,Poales
21923,Begonia,Begoniaceae,Cucurbitales
21924,Scaevola,Goodeniaceae,Asterales
21925,Swertia,Gentianaceae,Gentianales
21926,Cotoneaster,Rosaceae,Rosales
21927,Gagea,Liliaceae,Liliales
21928,Schultesia,Gentianaceae,Gentianales
21929,Vrydagzynea,Orchidaceae,Asparagales
21930,Annona,Annonaceae,Magnoliales
21931,Begonia,Begoniaceae,Cucurbitales
21932,Bossiaea,Fabaceae,Fabales
21933,Rubus,Rosaceae,Rosales
21934,Empogona,Rubiaceae,Gentianales
21935,Helianthus,Asteraceae,Asterales
21936,Begonia,Begoniaceae,Cucurbitales
21937,Paepalanthus,Eriocaulaceae,Poales
21938,Vriesea,Bromeliaceae,Poales
21939,Diplacus,Phrymaceae,Lamiales
21940,Xanthosoma,Araceae,Alismatales
21941,Magnolia,Magnoliaceae,Magnoliales
21942,Aeschynanthus,Gesneriaceae,Lamiales
21943,Thesium,Santalaceae,Santalales
21944,Lysipomia,Campanulaceae,Asterales
21945,Stemodia,Plantaginaceae,Lamiales
21946,Chimarrhis,Rubiaceae,Gentianales
21947,Sedum,Crassulaceae,Saxifragales
21948,Kalanchoe,Crassulaceae,Saxifragales
21949,Plectocephalus,Asteraceae,Asterales
21950,Apios,Fabaceae,Fabales
21951,Liatris,Asteraceae,Asterales
21952,Eucalyptus,Myrtaceae,Myrtales
21953,Serruria,Proteaceae,Proteales
21954,Tigridia,Iridaceae,Asparagales
21955,Sphaeralcea,Malvaceae,Malvales
21956,Humiria,Humiriaceae,Malpighiales
21957,Thalictrum,Ranunculaceae,Ranunculales
21958,Sedum,Crassulaceae,Saxifragales
21959,Lagotis,Plantaginaceae,Lamiales
21960,Rubus,Rosaceae,Rosales
21961,Malesherbia,Passifloraceae,Malpighiales
21962,Oxalis,Oxalidaceae,Oxalidales
21963,Chamaecrista,Fabaceae,Fabales
21964,Lindera,Lauraceae,Laurales
21965,Hedychium,Zingiberaceae,Zingiberales
21966,Botrychium,Ophioglossaceae,Ophioglossales
21967,Setaria,Poaceae,Poales
21968,Philadelphus,Hydrangeaceae,Cornales
21969,Viola,Violaceae,Malpighiales
21970,Euchaetis,Rutaceae,Sapindales
21971,Poraqueiba,Metteniusaceae,Metteniusales
21972,Galium,Rubiaceae,Gentianales
21973,Taraxacum,Asteraceae,Asterales
21974,Ericameria,Asteraceae,Asterales
21975,Hessea,Amaryllidaceae,Asparagales
21976,Vernonia,Asteraceae,Asterales
21977,Crotalaria,Fabaceae,Fabales
21978,Matucana,Cactaceae,Caryophyllales
21979,Diascia,Scrophulariaceae,Lamiales
21980,Clematis,Ranunculaceae,Ranunculales
21981,Tovomita,Clusiaceae,Malpighiales
21982,Stangeria,Zamiaceae,Cycadales
21983,Copaifera,Fabaceae,Fabales
21984,Alpinia,Zingiberaceae,Zingiberales
21985,Ardisia,Primulaceae,Ericales
21986,Maerua,Capparaceae,Brassicales
21987,Calycolpus,Myrtaceae,Myrtales
21988,Antennaria,Asteraceae,Asterales
21989,Podocarpus,Podocarpaceae,Pinales
21990,Oncidium,Orchidaceae,Asparagales
21991,Caucanthus,Malpighiaceae,Malpighiales
21992,Lycium,Solanaceae,Solanales
21993,Ficus,Moraceae,Rosales
21994,Acacia,Fabaceae,Fabales
21995,Calliandra,Fabaceae,Fabales
21996,Coreopsis,Asteraceae,Asterales
21997,Carex,Cyperaceae,Poales
21998,Cassinia,Asteraceae,Asterales
21999,Fuchsia,Onagraceae,Myrtales
22000,Prunus,Rosaceae,Rosales
22001,Geissorhiza,Iridaceae,Asparagales
22002,Philodendron,Araceae,Alismatales
22003,Connarus,Connaraceae,Oxalidales
22004,Prostanthera,Lamiaceae,Lamiales
22005,Hermannia,Malvaceae,Malvales
22006,Tetramolopium,Asteraceae,Asterales
22007,Alfredia,Asteraceae,Asterales
22008,Etlingera,Zingiberaceae,Zingiberales
22009,Alternanthera,Amaranthaceae,Caryophyllales
22010,Oxandra,Annonaceae,Magnoliales
22011,Cucumis,Cucurbitaceae,Cucurbitales
22012,Qualea,Vochysiaceae,Myrtales
22013,Echeveria,Crassulaceae,Saxifragales
22014,Plantago,Plantaginaceae,Lamiales
22015,Eucalyptus,Myrtaceae,Myrtales
22016,Vandellia,Linderniaceae,Lamiales
22017,Tachigali,Fabaceae,Fabales
22018,Pedicularis,Orobanchaceae,Lamiales
22019,Callisia,Commelinaceae,Commelinales
22020,Psychotria,Rubiaceae,Gentianales
22021,Genista,Fabaceae,Fabales
22022,Crataegus,Rosaceae,Rosales
22023,Stylosanthes,Fabaceae,Fabales
22024,Dorstenia,Moraceae,Rosales
22025,Acantholimon,Plumbaginaceae,Caryophyllales
22026,Cyanea,Campanulaceae,Asterales
22027,Orobanche,Orobanchaceae,Lamiales
22028,Platymiscium,Fabaceae,Fabales
22029,Acacia,Fabaceae,Fabales
22030,Parathesis,Primulaceae,Ericales
22031,Fissidens,Fissidentaceae,Dicranales
22032,Combretum,Combretaceae,Myrtales
22033,Rohdea,Asparagaceae,Asparagales
22034,Artemisia,Asteraceae,Asterales
22035,Opuntia,Cactaceae,Caryophyllales
22036,Magnolia,Magnoliaceae,Magnoliales
22037,Androsace,Primulaceae,Ericales
22038,Zosima,Apiaceae,Apiales
22039,Excoecaria,Euphorbiaceae,Malpighiales
22040,Melaleuca,Myrtaceae,Myrtales
22041,Persea,Lauraceae,Laurales
22042,Bulbophyllum,Orchidaceae,Asparagales
22043,Gymnopogon,Poaceae,Poales
22044,Pararuellia,Acanthaceae,Lamiales
22045,Allium,Amaryllidaceae,Asparagales
22046,Dendrosenecio,Asteraceae,Asterales
22047,Hypericum,Hypericaceae,Malpighiales
22048,Beilschmiedia,Lauraceae,Laurales
22049,Paullinia,Sapindaceae,Sapindales
22050,Micropus,Asteraceae,Asterales
22051,Fimbristylis,Cyperaceae,Poales
22052,Blakea,Melastomataceae,Myrtales
22053,Aiphanes,Arecaceae,Arecales
22054,Micromyrtus,Myrtaceae,Myrtales
22055,Praxelis,Asteraceae,Asterales
22056,Larix,Pinaceae,Pinales
22057,Ipomoea,Convolvulaceae,Solanales
22058,Piper,Piperaceae,Piperales
22059,Elatostema,Urticaceae,Rosales
22060,Polygonum,Polygonaceae,Caryophyllales
22061,Malus,Rosaceae,Rosales
22062,Billbergia,Bromeliaceae,Poales
22063,Dracaena,Asparagaceae,Asparagales
22064,Pelargonium,Geraniaceae,Geraniales
22065,Phemeranthus,Montiaceae,Caryophyllales
22066,Kielmeyera,Calophyllaceae,Malpighiales
22067,Eriogonum,Polygonaceae,Caryophyllales
22068,Artemisia,Asteraceae,Asterales
22069,Euphorbia,Euphorbiaceae,Malpighiales
22070,Styrax,Styracaceae,Ericales
22071,Ophiorrhiza,Rubiaceae,Gentianales
22072,Myrceugenia,Myrtaceae,Myrtales
22073,Claytonia,Montiaceae,Caryophyllales
22074,Heteranthera,Pontederiaceae,Commelinales
22075,Scleria,Cyperaceae,Poales
22076,Marsdenia,Apocynaceae,Gentianales
22077,Xylosma,Salicaceae,Malpighiales
22078,Clinopodium,Lamiaceae,Lamiales
22079,Pleurothallis,Orchidaceae,Asparagales
22080,Achyrocline,Asteraceae,Asterales
22081,Rhynchospora,Cyperaceae,Poales
22082,Gunnera,Gunneraceae,Gunnerales
22083,Calamus,Arecaceae,Arecales
22084,Myrcia,Myrtaceae,Myrtales
22085,Kallstroemia,Zygophyllaceae,Zygophyllales
22086,Mikaniopsis,Asteraceae,Asterales
22087,Backhousia,Myrtaceae,Myrtales
22088,Dierama,Iridaceae,Asparagales
22089,Cuphea,Lythraceae,Myrtales
22090,Muehlenbeckia,Polygonaceae,Caryophyllales
22091,Syncolostemon,Lamiaceae,Lamiales
22092,Aechmea,Bromeliaceae,Poales
22093,Poa,Poaceae,Poales
22094,Anthurium,Araceae,Alismatales
22095,Cynometra,Fabaceae,Fabales
22096,Scutellaria,Lamiaceae,Lamiales
22097,Moraea,Iridaceae,Asparagales
22098,Sesbania,Fabaceae,Fabales
22099,Rhynchospora,Cyperaceae,Poales
22100,Clitoria,Fabaceae,Fabales
22101,Ruellia,Acanthaceae,Lamiales
22102,Mikania,Asteraceae,Asterales
22103,Solanum,Solanaceae,Solanales
22104,Abronia,Nyctaginaceae,Caryophyllales
22105,Diuris,Orchidaceae,Asparagales
22106,Miliusa,Annonaceae,Magnoliales
22107,Cirsium,Asteraceae,Asterales
22108,Rumex,Polygonaceae,Caryophyllales
22109,Dichaetanthera,Melastomataceae,Myrtales
22110,Strobilanthes,Acanthaceae,Lamiales
22111,Faramea,Rubiaceae,Gentianales
22112,Blechnum,Blechnaceae,Polypodiales
22113,Spiraea,Rosaceae,Rosales
22114,Lacistema,Lacistemataceae,Malpighiales
22115,Sarcophrynium,Marantaceae,Zingiberales
22116,Phreatia,Orchidaceae,Asparagales
22117,Salvia,Lamiaceae,Lamiales
22118,Ficus,Moraceae,Rosales
22119,Mikania,Asteraceae,Asterales
22120,Adenia,Passifloraceae,Malpighiales
22121,Hakea,Proteaceae,Proteales
22122,Spathiphyllum,Araceae,Alismatales
22123,Pseudarthria,Fabaceae,Fabales
22124,Viola,Violaceae,Malpighiales
22125,Gilia,Polemoniaceae,Ericales
22126,Tetrataenium,Apiaceae,Apiales
22127,Campylopus,Leucobryaceae,Dicranales
22128,Prinsepia,Rosaceae,Rosales
22129,Orophea,Annonaceae,Magnoliales
22130,Dianthus,Caryophyllaceae,Caryophyllales
22131,Bulbophyllum,Orchidaceae,Asparagales
22132,Couepia,Chrysobalanaceae,Malpighiales
22133,Muraltia,Polygalaceae,Fabales
22134,Leptosiphon,Polemoniaceae,Ericales
22135,Haemodorum,Haemodoraceae,Commelinales
22136,Eugenia,Myrtaceae,Myrtales
22137,Packera,Asteraceae,Asterales
22138,Carex,Cyperaceae,Poales
22139,Disperis,Orchidaceae,Asparagales
22140,Euonymus,Celastraceae,Celastrales
22141,Reinwardtiodendron,Meliaceae,Sapindales
22142,Bulbophyllum,Orchidaceae,Asparagales
22143,Satyrium,Orchidaceae,Asparagales
22144,Pavetta,Rubiaceae,Gentianales
22145,Cavendishia,Ericaceae,Ericales
22146,Burmeistera,Campanulaceae,Asterales
22147,Oftia,Scrophulariaceae,Lamiales
22148,Thrinax,Arecaceae,Arecales
22149,Gibsoniothamnus,Schlegeliaceae,Lamiales
22150,Salvia,Lamiaceae,Lamiales
22151,Calceolaria,Calceolariaceae,Lamiales
22152,Grevillea,Proteaceae,Proteales
22153,Cyperus,Cyperaceae,Poales
22154,Sphenopholis,Poaceae,Poales
22155,Salix,Salicaceae,Malpighiales
22156,Cineraria,Asteraceae,Asterales
22157,Beilschmiedia,Lauraceae,Laurales
22158,Ctenium,Poaceae,Poales
22159,Thesium,Santalaceae,Santalales
22160,Ischnolepis,Apocynaceae,Gentianales
22161,Rhagadiolus,Asteraceae,Asterales
22162,Pilea,Urticaceae,Rosales
22163,Chusquea,Poaceae,Poales
22164,Lamium,Lamiaceae,Lamiales
22165,Aegiphila,Lamiaceae,Lamiales
22166,Xanthophyllum,Polygalaceae,Fabales
22167,Habenaria,Orchidaceae,Asparagales
22168,Disperis,Orchidaceae,Asparagales
22169,Fritillaria,Liliaceae,Liliales
22170,Acanthopsis,Acanthaceae,Lamiales
22171,Nautilocalyx,Gesneriaceae,Lamiales
22172,Eriocaulon,Eriocaulaceae,Poales
22173,Bactris,Arecaceae,Arecales
22174,Baccharis,Asteraceae,Asterales
22175,Microlepia,Dennstaedtiaceae,Polypodiales
22176,Fritillaria,Liliaceae,Liliales
22177,Astragalus,Fabaceae,Fabales
22178,Gaylussacia,Ericaceae,Ericales
22179,Ficus,Moraceae,Rosales
22180,Lithocarpus,Fagaceae,Fagales
22181,Erica,Ericaceae,Ericales
22182,Drimia,Asparagaceae,Asparagales
22183,Ruschia,Aizoaceae,Caryophyllales
22184,Madhuca,Sapotaceae,Ericales
22185,Baccharis,Asteraceae,Asterales
22186,Senecio,Asteraceae,Asterales
22187,Lamanonia,Cunoniaceae,Oxalidales
22188,Dioscorea,Dioscoreaceae,Dioscoreales
22189,Lycopodium,Lycopodiaceae,Lycopodiales
22190,Genoplesium,Orchidaceae,Asparagales
22191,Paepalanthus,Eriocaulaceae,Poales
22192,Crotalaria,Fabaceae,Fabales
22193,Ribes,Grossulariaceae,Saxifragales
22194,Radinosiphon,Iridaceae,Asparagales
22195,Solanum,Solanaceae,Solanales
22196,Desmodium,Fabaceae,Fabales
22197,Smilax,Smilacaceae,Liliales
22198,Rhododendron,Ericaceae,Ericales
22199,Fosterella,Bromeliaceae,Poales
22200,Liparis,Orchidaceae,Asparagales
22201,Juglans,Juglandaceae,Fagales
22202,Quercus,Fagaceae,Fagales
22203,Maranthes,Chrysobalanaceae,Malpighiales
22204,Cotoneaster,Rosaceae,Rosales
22205,Anisodontea,Malvaceae,Malvales
22206,Dracophyllum,Ericaceae,Ericales
22207,Calytrix,Myrtaceae,Myrtales
22208,Miconia,Melastomataceae,Myrtales
22209,Cullumia,Asteraceae,Asterales
22210,Discocnide,Urticaceae,Rosales
22211,Aciotis,Melastomataceae,Myrtales
22212,Eugenia,Myrtaceae,Myrtales
22213,Euphorbia,Euphorbiaceae,Malpighiales
22214,Swainsona,Fabaceae,Fabales
22215,Dalea,Fabaceae,Fabales
22216,Phymaspermum,Asteraceae,Asterales
22217,Parathesis,Primulaceae,Ericales
22218,Gentianella,Gentianaceae,Gentianales
22219,Lindheimera,Asteraceae,Asterales
22220,Gouinia,Poaceae,Poales
22221,Aristolochia,Aristolochiaceae,Piperales
22222,Rhododendron,Ericaceae,Ericales
22223,Thesium,Santalaceae,Santalales
22224,Thesium,Santalaceae,Santalales
22225,Saxifraga,Saxifragaceae,Saxifragales
22226,Mammillaria,Cactaceae,Caryophyllales
22227,Agathosma,Rutaceae,Sapindales
22228,Pellacalyx,Rhizophoraceae,Malpighiales
22229,Xyris,Xyridaceae,Poales
22230,Lithotoma,Campanulaceae,Asterales
22231,Moraea,Iridaceae,Asparagales
22232,Carlowrightia,Acanthaceae,Lamiales
22233,Acacia,Fabaceae,Fabales
22234,Cytisus,Fabaceae,Fabales
22235,Cyperus,Cyperaceae,Poales
22236,Asparagus,Asparagaceae,Asparagales
22237,Rosa,Rosaceae,Rosales
22238,Dioclea,Fabaceae,Fabales
22239,Eugenia,Myrtaceae,Myrtales
22240,Lysidice,Fabaceae,Fabales
22241,Melaleuca,Myrtaceae,Myrtales
22242,Cupressus,Cupressaceae,Pinales
22243,Combretum,Combretaceae,Myrtales
22244,Saelania,Saelaniaceae,Grimmiales
22245,Rhododendron,Ericaceae,Ericales
22246,Cistanthe,Montiaceae,Caryophyllales
22247,Hyoscyamus,Solanaceae,Solanales
22248,Aechmea,Bromeliaceae,Poales
22249,Centella,Apiaceae,Apiales
